accX,accy,accZ,gyroX,gyroY,gyroZ,flex1,flex2,flex3,mag,count,label
0.0388,0.0461,-0.0439,0.1032,0.1159,-0.0193,0.0004,0.0005,1.0,0.0497,5.0,3
0.1418,0.1151,-0.0621,0.0305,0.0843,-0.0136,0.0001,0.0057,1.0,0.1286,5.0,3
0.0185,0.0372,-0.0185,-0.0274,-0.003,-0.0243,0.0003,0.1678,1.0,0.0304,5.0,3
0.1545,0.0028,-0.0714,0.0007,-0.0067,-0.0178,0.0,0.1776,1.0,0.1135,5.0,3
0.1281,0.0087,-0.0561,0.0033,-0.0272,-0.0191,0.0003,0.1273,1.0,0.0934,5.0,3
0.1189,0.0004,-0.066,-0.0098,-0.0598,-0.0317,0.0001,0.0077,1.0,0.0906,5.0,3
0.1541,0.0242,-0.0825,-0.0127,-0.1103,-0.0368,0.0003,0.0004,0.86,0.1177,5.0,3
0.1889,0.0381,-0.0881,-0.0238,-0.0914,-0.0351,0.0001,0.0002,0.0,0.1413,5.0,3
0.2054,0.047,-0.0637,-0.0402,-0.0768,-0.0298,0.0003,0.0002,0.0,0.1468,5.0,3
0.2259,0.0255,-0.0452,-0.065,-0.0097,-0.025,0.0002,0.0002,0.0,0.1545,5.0,3
0.1665,-0.0021,-0.0381,-0.0366,-0.0072,-0.0196,0.0002,0.0002,0.0,0.1139,5.0,3
0.1779,-0.0043,-0.0435,0.0033,-0.0096,-0.0132,0.0002,0.0002,0.0,0.1221,5.0,3
0.1771,0.0152,-0.0515,0.0066,-0.0129,-0.0156,0.0002,0.0002,0.0,0.1234,5.0,3
0.1762,0.0028,-0.0533,0.0062,-0.0188,-0.0154,0.0002,0.0001,0.0,0.1228,5.0,3
0.1944,0.0056,-0.0616,0.0005,-0.0253,-0.0193,0.0002,0.0003,0.0,0.136,5.0,3
0.2022,-0.0007,-0.0664,-0.0102,-0.0198,-0.0241,0.0003,0.0002,0.0,0.1419,5.0,3
0.0185,0.0372,-0.0185,-0.0274,-0.003,-0.0243,0.0003,0.1678,1.0,0.0304,6.0,3
0.1545,0.0028,-0.0714,0.0007,-0.0067,-0.0178,0.0,0.1776,1.0,0.1135,6.0,3
0.1281,0.0087,-0.0561,0.0033,-0.0272,-0.0191,0.0003,0.1273,1.0,0.0934,6.0,3
0.1189,0.0004,-0.066,-0.0098,-0.0598,-0.0317,0.0001,0.0077,1.0,0.0906,6.0,3
0.1541,0.0242,-0.0825,-0.0127,-0.1103,-0.0368,0.0003,0.0004,0.86,0.1177,6.0,3
0.1889,0.0381,-0.0881,-0.0238,-0.0914,-0.0351,0.0001,0.0002,0.0,0.1413,6.0,3
0.2054,0.047,-0.0637,-0.0402,-0.0768,-0.0298,0.0003,0.0002,0.0,0.1468,6.0,3
0.2259,0.0255,-0.0452,-0.065,-0.0097,-0.025,0.0002,0.0002,0.0,0.1545,6.0,3
0.1665,-0.0021,-0.0381,-0.0366,-0.0072,-0.0196,0.0002,0.0002,0.0,0.1139,6.0,3
0.1779,-0.0043,-0.0435,0.0033,-0.0096,-0.0132,0.0002,0.0002,0.0,0.1221,6.0,3
0.1771,0.0152,-0.0515,0.0066,-0.0129,-0.0156,0.0002,0.0002,0.0,0.1234,6.0,3
0.1762,0.0028,-0.0533,0.0062,-0.0188,-0.0154,0.0002,0.0001,0.0,0.1228,6.0,3
0.1944,0.0056,-0.0616,0.0005,-0.0253,-0.0193,0.0002,0.0003,0.0,0.136,6.0,3
0.2022,-0.0007,-0.0664,-0.0102,-0.0198,-0.0241,0.0003,0.0002,0.0,0.1419,6.0,3
0.1284,0.0126,-0.0465,0.167,0.0255,-0.0445,0.0004,0.0031,1.0,0.0914,6.0,3
0.0904,0.1738,-0.0051,0.0543,0.0145,-0.0078,0.0001,0.6943,1.0,0.1307,6.0,3
0.094,0.0598,-0.0636,-0.0108,-0.0331,-0.0007,0.0004,0.9058,1.0,0.0855,6.0,3
0.1576,0.0138,-0.1329,0.006,-0.0209,0.012,0.0,0.7991,1.0,0.1377,6.0,3
0.159,0.0281,-0.0963,-0.0004,-0.0585,0.0066,0.0004,0.4824,1.0,0.1253,6.0,3
0.1545,0.0413,-0.1099,-0.033,-0.1052,-0.0031,0.0001,0.068,0.7533,0.1293,6.0,3
0.2447,0.0316,-0.1049,-0.0729,-0.0593,-0.0124,0.0004,0.0002,0.0,0.1787,6.0,3
0.1977,-0.0203,-0.059,-0.0497,0.02,-0.0137,0.0001,0.0003,0.0,0.1382,6.0,3
0.1768,0.0143,-0.0558,-0.0131,-0.0114,-0.0227,0.0003,0.0002,0.0,0.124,6.0,3
0.2113,0.0308,-0.0585,-0.0297,-0.0011,-0.0225,0.0001,0.0002,0.0,0.1476,6.0,3
0.1768,-0.0031,-0.059,-0.0174,0.0128,-0.0267,0.0003,0.0002,0.0,0.1243,6.0,3
0.1655,0.0134,-0.055,-0.0075,0.0045,-0.0241,0.0001,0.0002,0.0,0.1166,6.0,3
0.1823,0.0028,-0.0564,-0.0101,0.0084,-0.015,0.0002,0.0002,0.0,0.1273,6.0,3
0.1529,-0.0125,-0.0539,0.0027,0.0048,-0.0168,0.0002,0.0002,0.0,0.1084,6.0,3
0.1757,-0.0055,-0.0522,-0.0014,-0.0072,-0.0176,0.0002,0.0002,0.0,0.1223,6.0,3
0.1949,-0.0169,-0.0747,-0.0094,0.0105,-0.0286,0.0002,0.0002,0.0,0.1396,6.0,3
0.1768,0.0143,-0.0558,-0.0131,-0.0114,-0.0227,0.0003,0.0002,0.0,0.124,7.0,3
0.2113,0.0308,-0.0585,-0.0297,-0.0011,-0.0225,0.0001,0.0002,0.0,0.1476,7.0,3
