accX,accy,accZ,gyroX,gyroY,gyroZ,flex1,flex2,flex3,mag,count,label
-0.1824,0.1929,-0.0063,-0.0228,-0.0162,-0.0124,0.6677,0.0003,0.0,0.177,45.0,1
-0.1988,0.1775,0.0182,-0.0474,-0.0093,-0.0031,0.5295,0.0002,0.0,0.1781,45.0,1
-0.1908,0.1327,0.0547,-0.0335,-0.0107,0.0104,0.4786,0.0002,0.0,0.1592,45.0,1
-0.1839,0.1282,0.0488,-0.0022,-0.0074,0.0086,0.2244,0.0002,0.0,0.1529,45.0,1
-0.1953,0.1543,0.031,0.0095,-0.0099,0.0052,0.0507,0.0002,0.0,0.1672,45.0,1
-0.1897,0.1696,0.0241,0.0021,-0.0111,0.0025,0.0009,0.0002,0.0,0.1704,45.0,1
-0.1856,0.1662,0.0261,-0.0068,-0.0115,0.0012,0.0009,0.0002,0.0,0.167,45.0,1
-0.1933,0.1459,0.0415,-0.006,-0.0126,0.002,0.0008,0.0002,0.0,0.1638,45.0,1
-0.1838,0.1475,0.033,0.004,-0.0096,0.003,0.0009,0.0002,0.0,0.1586,45.0,1
-0.1856,0.1662,0.0261,-0.0068,-0.0115,0.0012,0.0009,0.0002,0.0,0.167,46.0,1
-0.1933,0.1459,0.0415,-0.006,-0.0126,0.002,0.0008,0.0002,0.0,0.1638,46.0,1
-0.1838,0.1475,0.033,0.004,-0.0096,0.003,0.0009,0.0002,0.0,0.1586,46.0,1
-0.1903,0.1527,0.0339,0.0006,-0.0134,0.0017,0.0009,0.0003,0.0,0.1643,46.0,1
-0.19,0.1552,0.0279,0.0004,-0.0114,0.0002,0.0009,0.0003,0.0,0.1646,46.0,1
-0.1912,0.1609,0.0299,-0.0003,-0.0118,0.0012,0.0009,0.0003,0.0,0.1678,46.0,1
-0.1903,0.1512,0.0355,0.0012,-0.0119,0.0024,0.0009,0.0002,0.0,0.1638,46.0,1
-0.1886,0.1557,0.0312,0.0042,-0.0103,0.0021,0.0009,0.0002,0.0,0.1644,46.0,1
-0.1901,0.1548,0.0283,0.0024,-0.0118,0.0016,0.0009,0.0002,0.0,0.1645,46.0,1
-0.1897,0.159,0.033,0.0012,-0.0139,0.0008,0.0008,0.0003,0.0,0.1665,46.0,1
-0.1885,0.1547,0.0312,0.0003,-0.0114,0.0004,0.0009,0.0003,0.0,0.1639,46.0,1
-0.1911,0.1542,0.033,0.0009,-0.0133,0.0013,0.0008,0.0002,0.0,0.1652,46.0,1
