accX,accy,accZ,gyroX,gyroY,gyroZ,flex1,flex2,flex3,mag,count,label
0.2481,0.0847,-0.0895,-0.0306,0.0067,-0.0054,0.0006,0.0002,0.0,0.1846,6.0,6
0.1547,0.06,-0.0397,0.0009,-0.0037,-0.0364,0.0,0.0005,0.0,0.1137,6.0,6
0.067,0.1122,-0.0195,0.0429,-0.0336,-0.0333,0.0006,0.0002,0.0,0.0881,6.0,6
0.0573,0.1706,-0.0373,0.0529,-0.0546,-0.0014,0.0,0.0005,0.0,0.1225,6.0,6
0.0433,0.1225,-0.0557,0.0152,-0.0633,0.0218,0.0006,0.0001,0.0,0.0943,6.0,6
0.0294,0.0297,-0.0801,0.0536,-0.0597,0.0277,0.0,0.0005,0.0,0.0603,6.0,6
0.0171,0.1121,-0.0803,0.068,-0.0348,0.0241,0.0006,0.0001,0.0,0.0926,6.0,6
0.0079,0.0818,-0.0756,0.0053,-0.0346,0.0391,0.0,0.0005,0.0,0.0745,6.0,6
0.028,0.0412,-0.0787,0.0321,-0.0122,0.0521,0.0006,0.0001,0.0,0.0621,6.0,6
0.0463,0.0787,-0.0765,0.0385,0.0057,0.0273,0.0,0.0005,0.0,0.0794,6.0,6
0.0584,0.067,-0.0851,0.0015,-0.0015,0.0221,0.0006,0.0002,0.0,0.082,6.0,6
0.0742,0.0566,-0.067,0.0116,-0.0102,0.0294,0.0,0.0006,0.0,0.0766,6.0,6
0.1813,0.0732,-0.0702,0.0517,-0.0056,-0.0099,0.0006,0.0003,0.0,0.1385,6.0,6
0.2095,0.1634,-0.1224,0.0597,0.0308,-0.0415,0.0,0.0008,0.0,0.195,6.0,6
0.47,0.1883,-0.1944,-0.0041,0.0938,-0.0275,0.0006,0.9522,0.0,0.3616,6.0,6
0.7595,0.1144,-0.2195,-0.0159,0.3369,0.0355,0.0,0.9232,0.9467,0.5326,6.0,6
0.8734,0.1941,-0.3311,-0.0862,0.6726,0.0985,0.0006,1.0,1.0,0.636,6.0,6
0.3323,0.0956,-0.238,-0.0929,0.3533,0.1158,0.0,1.0,1.0,0.2798,6.0,6
0.3506,0.0087,-0.1021,-0.2344,0.0974,0.0987,0.4104,1.0,1.0,0.2435,6.0,6
0.3272,-0.1015,-0.3268,-0.1855,0.2268,0.0244,0.6336,1.0,1.0,0.3156,6.0,6
-0.8646,-0.1971,-0.0339,-0.2045,0.2541,-0.0838,0.4933,1.0,1.0,0.5916,6.0,6
-1.0,0.0889,0.02,-0.011,0.1806,-0.1658,0.4022,1.0,1.0,0.6694,6.0,6
-0.8717,0.0748,-0.0931,-0.0115,0.1121,-0.2396,0.392,1.0,1.0,0.5866,6.0,6
-0.7604,0.2289,-0.0908,0.0575,0.0371,-0.0774,0.3875,1.0,1.0,0.5328,6.0,6
-0.4448,0.1353,-0.1375,-0.0787,-0.0572,0.0673,0.3726,1.0,1.0,0.3232,6.0,6
-0.3258,-0.1874,-0.1833,-0.1764,-0.0646,0.1274,0.3378,1.0,1.0,0.2788,6.0,6
-0.3202,-0.3963,-0.1223,-0.0926,-0.1068,0.1104,0.0565,1.0,1.0,0.3493,6.0,6
-0.4155,-0.3282,-0.059,0.0695,-0.2117,0.1031,0.0003,1.0,1.0,0.3552,6.0,6
-0.1559,-0.0827,-0.0577,0.1279,-0.2146,0.0301,0.0002,1.0,1.0,0.1238,6.0,6
-0.2828,-0.0085,-0.0401,0.1081,-0.1379,0.0321,0.0004,1.0,1.0,0.1905,6.0,6
0.0855,0.075,-0.07,-0.0046,-0.0044,0.0027,0.0,0.0005,0.0,0.089,7.0,6
0.0765,0.0617,-0.0702,0.0017,-0.0009,0.0007,0.0005,0.0003,0.0,0.0806,7.0,6
0.0778,0.074,-0.0743,0.0013,-0.0019,0.0002,0.0,0.0004,0.0,0.087,7.0,6
0.0856,0.0715,-0.0683,-0.0075,-0.0128,0.0034,0.0005,0.0002,0.0,0.0872,7.0,6
0.0945,0.0561,-0.0825,0.0067,-0.0,-0.0007,0.0,0.0004,0.0,0.0916,7.0,6
0.0701,0.0728,-0.0716,0.0042,-0.0033,0.0005,0.0005,0.0002,0.0,0.0826,7.0,6
0.0968,0.0637,-0.081,-0.0006,-0.0087,0.0025,0.0,0.0004,0.0,0.0942,7.0,6
0.1001,0.0695,-0.079,0.0076,0.0027,-0.006,0.0005,0.0001,0.0,0.0968,7.0,6
0.0707,0.097,-0.0685,0.0053,-0.0001,0.0,0.0,0.0003,0.0,0.0921,7.0,6
0.0762,0.1092,-0.0544,0.0078,-0.0305,0.0181,0.0004,0.0001,0.0,0.0959,7.0,6
0.139,0.1181,-0.0772,0.0068,-0.0098,0.0118,0.0001,0.0003,0.0,0.1321,7.0,6
0.1381,0.0906,-0.0961,-0.0002,0.0281,-0.002,0.0004,0.0002,0.0,0.1274,7.0,6
0.2636,0.1163,-0.0762,0.0205,0.02,-0.0424,0.0002,0.0005,0.0,0.1987,7.0,6
0.6921,0.1944,-0.1393,-0.0321,0.0947,-0.0948,0.0003,0.5987,0.54,0.4882,7.0,6
0.9862,0.2466,-0.1296,-0.1018,0.4901,-0.0327,0.0003,1.0,1.0,0.6832,7.0,6
0.2188,0.1423,-0.2046,-0.1298,0.7164,0.0842,0.021,1.0,1.0,0.2211,7.0,6
0.6535,0.1668,-0.1345,-0.1075,0.0701,0.0615,0.2872,1.0,1.0,0.4585,7.0,6
0.3657,-0.0042,-0.3085,-0.353,0.2955,-0.0323,0.5057,1.0,1.0,0.319,7.0,6
-0.4949,-0.1819,-0.0773,-0.1528,0.181,0.1106,0.6381,1.0,1.0,0.3553,7.0,6
-0.7259,-0.1393,-0.143,-0.0788,0.1828,-0.2644,0.6862,1.0,1.0,0.5019,7.0,6
-1.0,-0.1335,-0.1774,-0.0041,0.219,-0.3421,0.5483,1.0,1.0,0.6829,7.0,6
-0.9731,0.1139,-0.1678,0.132,0.0362,-0.1712,0.5214,1.0,1.0,0.6627,7.0,6
-0.5284,0.299,-0.1813,-0.0285,-0.0547,-0.0107,0.3941,1.0,1.0,0.4224,7.0,6
-0.4342,-0.053,-0.1612,-0.1424,-0.091,0.1387,0.3486,1.0,1.0,0.3108,7.0,6
-0.5644,-0.3257,-0.0811,-0.0799,-0.1746,0.203,0.3329,1.0,1.0,0.4378,7.0,6
-0.7322,-0.3459,-0.0622,0.0162,-0.3913,0.2062,0.0007,1.0,1.0,0.5414,7.0,6
-0.4293,-0.2324,-0.1548,0.0867,-0.5453,0.1907,0.0006,1.0,1.0,0.3414,7.0,6
-0.3268,-0.2148,-0.1514,0.0858,-0.53,0.1685,0.0,0.964,0.0,0.2796,7.0,6
-0.1293,-0.1368,-0.1773,0.1051,-0.4901,0.0216,0.0006,0.2453,0.0,0.1724,7.0,6
0.1098,-0.0203,-0.3057,0.098,-0.44,-0.0132,0.0,0.0223,0.0,0.217,7.0,6
