gesture_id,timestep,label,name,ax,ay,az,gx,gy,gz,f1,f2,f3,mag,exp_logit_0,exp_logit_1,exp_logit_2,exp_logit_3,exp_logit_4,exp_logit_5,exp_logit_6,exp_logit_7,exp_logit_8
2,18,8,crane_wing,0.1824,0.0493,0.1274,-0.0691,0.2932,-0.0156,0.0,0.0007,0.0,0.2279,-17.86726,-179.255737,-108.809196,-159.262665,-42.214252,-95.788467,-106.166435,-18.621964,8.374714
2,19,8,crane_wing,0.0944,0.0241,0.1304,-0.0026,0.3068,-0.0344,0.0,0.0009,0.0,0.1628,-17.86726,-179.255737,-108.809196,-159.262665,-42.214252,-95.788467,-106.166435,-18.621964,8.374714
3,0,8,crane_wing,-0.0006,0.0007,-0.0019,-0.0152,0.0137,0.0168,0.0,0.0009,0.0,0.0022,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,1,8,crane_wing,0.0177,-0.0084,0.0028,-0.0249,0.0189,0.0166,0.0,0.0008,0.0,0.0198,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,2,8,crane_wing,0.0646,0.0275,0.078,-0.0541,0.0346,0.0143,0.0,0.0008,0.0,0.1049,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,3,8,crane_wing,-0.0018,0.0536,0.422,-0.1568,0.077,-0.0277,0.0,0.001,0.0,0.4254,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,4,8,crane_wing,-0.4201,0.0614,0.3416,-0.2025,-0.2925,-0.0067,0.0,0.0007,0.0,0.545,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,5,8,crane_wing,-0.261,-0.0791,0.2733,0.0029,-0.857,0.0767,0.0,0.0009,0.0,0.3861,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,6,8,crane_wing,-0.0804,-0.0725,-0.0225,0.1019,-0.9555,0.0945,0.0,0.0008,0.0,0.1106,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,7,8,crane_wing,-0.2183,-0.1789,-0.2531,0.1923,-0.9969,0.0699,0.0,0.0008,0.0,0.3791,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,8,8,crane_wing,-0.0755,-0.1421,-0.6769,0.325,-0.9969,0.0934,0.0,0.0008,0.0,0.6957,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,9,8,crane_wing,0.192,-0.1494,-1.0,0.3697,-0.8896,0.1703,0.0,0.0007,0.0,1.0,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,10,8,crane_wing,0.2148,-0.0592,-0.8839,0.142,-0.4449,0.0939,0.0,0.0009,0.0,0.9115,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,11,8,crane_wing,0.1602,-0.0824,-0.6129,0.0264,-0.1745,0.0308,0.0,0.0007,0.0,0.6388,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,12,8,crane_wing,0.2252,-0.0023,-0.3689,-0.0369,0.0487,0.0436,0.0,0.0009,0.0,0.4322,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,13,8,crane_wing,0.1528,-0.0095,-0.1356,-0.0842,0.1858,0.0169,0.0,0.0007,0.0,0.2045,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,14,8,crane_wing,0.1602,0.0262,-0.0095,-0.0686,0.2191,-0.0076,0.0,0.0008,0.0,0.1626,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,15,8,crane_wing,0.1949,0.0728,0.0877,-0.0765,0.26,-0.0099,0.0,0.0009,0.0,0.2258,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,16,8,crane_wing,0.1824,0.0493,0.1274,-0.0691,0.2932,-0.0156,0.0,0.0007,0.0,0.2279,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,17,8,crane_wing,0.0944,0.0241,0.1304,-0.0026,0.3068,-0.0344,0.0,0.0009,0.0,0.1628,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,18,8,crane_wing,0.1255,0.0779,0.1314,0.0124,0.3089,-0.0303,0.0,0.0008,0.0,0.1977,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
3,19,8,crane_wing,0.1699,0.0352,0.112,-0.0325,0.42,-0.0202,0.0,0.0009,0.0,0.2066,-14.654552,-150.279175,-92.491867,-134.121918,-35.938778,-80.79686,-89.713272,-15.620704,6.791921
4,0,8,crane_wing,0.0646,0.0275,0.078,-0.0541,0.0346,0.0143,0.0,0.0008,0.0,0.1049,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,1,8,crane_wing,-0.0018,0.0536,0.422,-0.1568,0.077,-0.0277,0.0,0.001,0.0,0.4254,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,2,8,crane_wing,-0.4201,0.0614,0.3416,-0.2025,-0.2925,-0.0067,0.0,0.0007,0.0,0.545,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,3,8,crane_wing,-0.261,-0.0791,0.2733,0.0029,-0.857,0.0767,0.0,0.0009,0.0,0.3861,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,4,8,crane_wing,-0.0804,-0.0725,-0.0225,0.1019,-0.9555,0.0945,0.0,0.0008,0.0,0.1106,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,5,8,crane_wing,-0.2183,-0.1789,-0.2531,0.1923,-0.9969,0.0699,0.0,0.0008,0.0,0.3791,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,6,8,crane_wing,-0.0755,-0.1421,-0.6769,0.325,-0.9969,0.0934,0.0,0.0008,0.0,0.6957,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,7,8,crane_wing,0.192,-0.1494,-1.0,0.3697,-0.8896,0.1703,0.0,0.0007,0.0,1.0,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,8,8,crane_wing,0.2148,-0.0592,-0.8839,0.142,-0.4449,0.0939,0.0,0.0009,0.0,0.9115,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,9,8,crane_wing,0.1602,-0.0824,-0.6129,0.0264,-0.1745,0.0308,0.0,0.0007,0.0,0.6388,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,10,8,crane_wing,0.2252,-0.0023,-0.3689,-0.0369,0.0487,0.0436,0.0,0.0009,0.0,0.4322,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,11,8,crane_wing,0.1528,-0.0095,-0.1356,-0.0842,0.1858,0.0169,0.0,0.0007,0.0,0.2045,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,12,8,crane_wing,0.1602,0.0262,-0.0095,-0.0686,0.2191,-0.0076,0.0,0.0008,0.0,0.1626,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,13,8,crane_wing,0.1949,0.0728,0.0877,-0.0765,0.26,-0.0099,0.0,0.0009,0.0,0.2258,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,14,8,crane_wing,0.1824,0.0493,0.1274,-0.0691,0.2932,-0.0156,0.0,0.0007,0.0,0.2279,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,15,8,crane_wing,0.0944,0.0241,0.1304,-0.0026,0.3068,-0.0344,0.0,0.0009,0.0,0.1628,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,16,8,crane_wing,0.1255,0.0779,0.1314,0.0124,0.3089,-0.0303,0.0,0.0008,0.0,0.1977,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,17,8,crane_wing,0.1699,0.0352,0.112,-0.0325,0.42,-0.0202,0.0,0.0009,0.0,0.2066,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,18,8,crane_wing,0.0077,0.0264,0.1557,-0.015,0.4453,-0.0636,0.0,0.0008,0.0,0.1581,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
4,19,8,crane_wing,0.0986,0.0381,0.1544,-0.0287,0.4912,-0.0687,0.0,0.0007,0.0,0.1871,-11.525672,-118.544548,-77.642151,-112.77993,-30.545856,-64.947479,-75.998894,-11.736593,4.873497
280,0,4,dragon_claw,0.0059,-0.0024,-0.0161,-0.0094,0.0011,0.0102,0.0,0.0008,0.0,0.0174,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,1,4,dragon_claw,0.0063,0.005,-0.0158,-0.0149,0.005,0.0074,0.0,0.001,0.0,0.0178,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,2,4,dragon_claw,-0.0029,0.0054,-0.0067,-0.0157,0.0055,0.01,0.0,0.0009,0.0,0.0091,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,3,4,dragon_claw,-0.0007,0.0028,-0.0005,-0.0133,0.0065,0.0109,0.0,0.0008,0.0,0.003,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,4,4,dragon_claw,-0.0045,0.0057,0.0148,-0.0162,0.0053,0.0109,0.0,0.001,0.0,0.0165,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,5,4,dragon_claw,0.0048,-0.0023,0.0116,-0.0117,-0.0017,0.013,0.0,0.0007,0.0,0.0127,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,6,4,dragon_claw,0.0112,-0.0021,0.0042,-0.0087,-0.0074,0.0135,0.0,0.001,0.0,0.0121,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,7,4,dragon_claw,0.0135,0.0071,-0.0043,0.0021,-0.0198,0.0126,0.0,0.0008,0.0,0.0159,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,8,4,dragon_claw,0.0345,0.0077,-0.0315,0.0059,-0.0156,0.0154,0.0,0.0008,0.0,0.0473,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,9,4,dragon_claw,0.0846,0.0003,-0.0582,0.0059,0.0234,-0.0069,0.0,0.0013,0.0,0.1027,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,10,4,dragon_claw,0.1062,-0.0178,-0.2033,0.0989,0.1832,-0.0184,0.0,0.7793,0.8033,0.2301,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,11,4,dragon_claw,-0.0796,0.0412,-0.6216,0.1682,0.4393,0.057,0.0,1.0,1.0,0.628,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,12,4,dragon_claw,-0.102,0.305,-0.7021,-0.0759,0.6831,0.0169,0.0,1.0,1.0,0.7723,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,13,4,dragon_claw,-0.6624,-0.1023,-0.0065,-0.3222,0.8614,0.0342,0.0,1.0,1.0,0.6703,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,14,4,dragon_claw,-0.6837,-0.0975,0.8692,-0.2873,0.5106,0.0792,0.0,1.0,1.0,1.0,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
280,15,4,dragon_claw,-0.1205,-0.2645,0.6999,-0.1393,0.2629,0.112,0.0,1.0,1.0,0.7579,-1.765089,-155.58223,-5.163186,-23.366905,10.616553,-72.951355,-3.617792,-68.032295,-10.201081
